SampleID,Predator.Final,Year,Month,Season,Location,SubSiteID,Complex,RegionCode,Estuary,Latitude,Longitude,Chinook,Chum,Coho,Hake,Herring,Pink,Sockeye
Pv16.E059,Harbour,2016,Aug,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,100,0,0,0
Pv16.E060,Harbour,2016,Aug,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,100,0,0,0
Pv16.E061,Harbour,2016,Aug,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,88.98885457,0,0,0
Pv16.E062,Harbour,2016,Aug,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,100,0,0,0
Pv16.E063,Harbour,2016,Aug,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,100,0,0,0
Pv16.E064,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E065,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E066,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E067,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,81.87821493,18.12178507,0,0
Pv16.E068,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,50.69667738,24.86602358,0,0
Pv16.E070,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,91.58567775,0,0,0
Pv16.E071,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E072,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,68.33274461,31.66725539,0,0
Pv16.E074,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,0,0,0
Pv16.E075,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E076,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,100,0,0
Pv16.E077,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E078,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E079,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,82.20903476,17.79096524,0,0
Pv16.E080,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,100,0,0,0
Pv16.E081,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,74.39262776,12.87349902,0,0
Pv16.E083,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,100,0,0,0
Pv16.E084,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,28.6436224,8.71235092,0,0
Pv16.E085,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E086,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E087,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E088,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E089,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,11.36169486,0,0,0
Pv16.E090,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,20.13958816,18.43670552,35.04235443,0,5.267234702,21.11411718,0
Pv16.E091,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E092,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,100,0,0
Pv16.E093,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.E094,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,73.82132012,0,0,0
Pv16.E095,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,98.50898693,0,0,0
Pv16.E096,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,14.38790401,0,66.18115712,0,7.234592294,0,4.391802155
Pv16.E097,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,1.681759188,0,4.359108595,86.30561538,1.927824762,0,0
Pv16.E098,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,3.471017008,0,0,0
Pv16.E099,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,58.59213251,29.17075297,0,0,12.23711453,0
Pv16.E100,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,2.227567455,0,0
Pv16.F001,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,0,0,0,0
Pv16.F002,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,24.82022227,50.35955546,0,0
Pv16.F003,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,10.32658998,0,0,0
Pv16.F004,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,19.28217822,0,0,0
Pv16.F005,Harbour,2016,Sep,Fall,Belle Chain,H0069a,Belle_Chain,SOG,Estuary,48.83226,-123.19843,0,0,0,9.823943662,2.218309859,0,0
Pv16.F006,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,97.33432062,2.665679378,0,0
Pv16.F007,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,3.050847458,0,0,74.57627119,21.05932203,0,0
Pv16.F008,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,100,0,0,0,0,0,0
Pv16.F009,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,2.23348459,0,35.33502269,62.43149272,0,0
Pv16.F010,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,96.99952373,0,0
Pv16.F011,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,7.518185055,88.46838598,0,0
Pv16.F012,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,100,0,0
Pv16.F013,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,6.619810396,93.3801896,0,0
Pv16.F014,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,6.479859895,0,6.793252834,86.72688727,0,0
Pv16.F015,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,78.05111821,6.629392971,0,0
Pv16.F016,Harbour,2016,Sep,Fall,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,6.563083106,0,0
Pv16.F017,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,78.02086839,0,0,0
Pv16.F018,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,3.924004048,0,0,96.07599595,0
Pv16.F019,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,17.57350745,0,2.212855638,80.21363692,0
Pv16.F020,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,96.27855564,0,0,0
Pv16.F021,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,100,0,0,0
Pv16.F022,Harbour,2016,Aug,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,100,0,0,0
Pv16.F023,Harbour,2016,Aug,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,10.88988216,0,0,0
Pv16.F024,Harbour,2016,Aug,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,1.486988848,4.791408509,0,93.72160264,0,0,0
Pv16.F025,Harbour,2016,Aug,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,100,0,0,0
Pv16.F026,Harbour,2016,Aug,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,87.2026251,5.769756631,0,7.027618266
Pv16.F027,Harbour,2016,Aug,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,98.09932557,0,1.900674433,0
Pv16.F028,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,0,0,0
Pv16.F029,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.F030,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,34.18432474,0,0
Pv16.F031,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,95.84589941,0,0
Pv16.F032,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.F034,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,1.308152925,0,0,0,0,0,0
Pv16.F035,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.F036,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,45.8672511,0,0
Pv16.F037,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,10.92882992,0,0
Pv16.F038,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,91.80311985,0,0
Pv16.F039,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,83.5310219,0,0
Pv16.F040,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.F041,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.F042,Harbour,2016,Aug,Summer,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,0,0,0
Pv16.F043,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F044,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.F045,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F046,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,14.23022335,2.211100321,0,0
Pv16.F047,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,24.59195186,0,0
Pv16.F048,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.F049,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F050,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,5.361959219,0,0
Pv16.F051,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,1.908752328,0,0
Pv16.F052,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,14.77765988,0,0
Pv16.F053,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F054,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,64.2,0,0
Pv16.F055,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.F056,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F057,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F058,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,73.85826772,0,0
Pv16.F059,Harbour,2016,Aug,Summer,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.F060,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F061,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F062,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F063,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F064,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,0,0,0
Pv16.F066,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,15.20302172,0,0,0
Pv16.F067,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F068,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,0,0,0
Pv16.F069,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,3.882045539,0,0
Pv16.F070,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F071,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,100,0,0
Pv16.F072,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,0,0,0
Pv16.F073,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,0,0,0
Pv16.F074,Harbour,2016,Aug,Summer,Danger,H0028,Danger_Reefs,SOG,Non-Estuary,49.05388,-123.7145,0,0,0,0,0,0,0
Pv16.F075,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F076,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,1.251331203,0,0,98.7486688,0,0,0
Pv16.F077,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F078,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F079,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,11.97422588,41.14909612,0,0,0
Pv16.F080,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,1.129813235,0,0,93.93590039,0,0,0
Pv16.F081,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F082,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F083,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F084,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,95.64204923,0,0,0
Pv16.F085,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F086,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F087,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,98.26307331,1.736926691,0,0
Pv16.F088,Harbour,2016,Aug,Summer,Snake,H0054,Snake_Island,SOG,Non-Estuary,49.21444,-123.89004,0,0,0,100,0,0,0
Pv16.F089,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,1.281171127,0,0.016014639,0,98.70281423,0,0
Pv16.F090,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,100,0,0
Pv16.F092,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,36.84210526,63.15789474,0,0
Pv16.F094,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,26.03610764,39.22448053,0,0
Pv16.F095,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,0,65.51001397,0,0
Pv16.F096,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,14.90526212,85.09473788,0,0
Pv16.F097,Harbour,2016,Aug,Summer,Burial,H0499,Burial_Islet,SOG,Estuary,48.76937,-123.56337,0,0,0,31.63361662,68.36638338,0,0
Pv16.F099,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.F100,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,62.66666667,0,0
Pv16.G001,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.G003,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,1.466992665,0,0
Pv16.G005,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G006,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,35.076428,0,0
Pv16.G007,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,58.58585859,0,0
Pv16.G008,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,3.155365166,96.84463483,0,0
Pv16.G009,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.G010,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G011,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G012,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,100,0,0
Pv16.G014,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G015,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,2.201257862,0,0,0
Pv16.G016,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,25.2913599,28.4765989,0,0,20.04608295,0,0
Pv16.G017,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G018,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,91.92223439,0,0
Pv16.G019,Harbour,2016,Sep,Fall,Imrie,H0161,Imrie_Island,SOG,Non-Estuary,48.69439,-123.33315,0,0,0,0,0,0,0
Pv16.G022,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,2.096774194,0,0,0
Pv16.G023,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G024,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,15.3343193,56.69027789,0,0
Pv16.G025,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G026,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,29.41176471,0,0,23.52941176,0,0
Pv16.G027,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,0,0,0
Pv16.G028,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,57.15119673,42.84880327,0,0,0,0,0
Pv16.G029,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,31.69014085,0,0
Pv16.G030,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G031,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G034,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,0,0,0
Pv16.G035,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G036,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,0,0,0
Pv16.G037,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,0,0,0
Pv16.G038,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,0,0,0
Pv16.G039,Harbour,2016,Sep,Fall,Miami,H0027,Miami_Islet,SOG,Non-Estuary,49.03746,-123.70938,0,0,0,0,100,0,0
Pv16.G040,Harbour,2016,Sep,Fall,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,96.09375,0,0
Pv16.G041,Harbour,2016,Sep,Fall,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.G042,Harbour,2016,Sep,Fall,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.G043,Harbour,2016,Sep,Fall,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
Pv16.G044,Harbour,2016,Sep,Fall,Sallas,H0009b,Sallas_Rocks,SOG,Non-Estuary,48.58283127,-123.2810194,0,0,0,0,100,0,0
